REPO NAME,RBAC FLAG,NETWORK POLICY FLAG,NETWORK EGRESS FLAG,DEFAULT NAMESPACE,HTTP WITHOUT TLS,MISSING SECURITY CONTEXT,PRIVILEGE ESCALATION,USPECIFIED PRIVILEGE ESCALATION,ROOT PRIVILEGE,NO ROLLING UPDATE,USERNAME,PASSWORD,KEY
google-cloud-microservice-boilerplate,False,True,True,0,1,0,0,0,0,0,0,0,0
operator,True,True,True,0,1,0,0,0,3,0,1,1,3
GameOn-Java-Microservices-on-Kubernetes,False,True,True,1,5,1,0,0,0,0,0,0,1
staffjoy,False,True,True,0,55,0,0,0,0,0,6,6,0
citymatch-backend,False,True,True,0,10,0,0,0,0,0,3,3,7
kubernetes-microservices-yoloo,False,True,True,0,0,0,0,0,0,1,0,0,0
udac-proj5-microservices,False,True,True,0,0,0,0,0,0,0,0,0,3
flask_mongodb_containerization,False,True,True,0,0,0,0,0,0,0,1,1,4
LearningKubernetes,False,True,True,0,0,0,0,0,0,4,0,0,2
microservicessample,False,True,True,0,0,0,0,0,0,3,0,0,0
EmailMicroservice,False,False,False,0,0,0,0,0,0,0,0,0,0
advanced-go-microservices,False,True,True,1,1,0,0,0,0,3,0,0,1
gce_k8s_deployment,False,True,True,0,0,0,0,0,0,0,0,0,0
k8s-example-voting-app,False,True,True,0,0,5,0,0,0,0,0,0,0
Udacity-Microservices-with-Kubernetes,False,False,False,0,0,0,0,0,0,0,0,0,0
blueprint,False,True,True,0,0,0,0,0,0,0,2,4,2
gateway,False,True,True,0,0,0,0,0,0,0,0,0,2
sanic-uservices-demo,False,True,True,0,0,0,0,0,0,2,0,0,0
WordPress_MySQL,False,False,False,0,0,0,0,0,0,0,0,0,0
guide-kubernetes-microprofile-health,False,True,True,0,0,0,0,0,0,1,0,0,0
microservice_environment,False,False,False,0,0,0,0,0,0,0,0,0,0
udacity-machine-learning,False,True,True,0,0,0,0,0,0,0,0,0,1
billety.dev,False,True,True,0,4,0,0,0,0,0,0,0,5
KubeMicro,False,True,True,0,0,2,0,0,0,0,0,0,0
Go-Micro,False,False,False,0,0,0,0,0,0,0,0,0,0
k8s-go-microservice-example,False,True,True,1,1,0,0,0,0,2,0,0,1
goMicroservices,False,True,True,0,0,0,0,0,0,1,0,0,0
go-tutorial-cloud-native,False,False,False,0,0,0,0,0,0,0,0,0,0
KUBERSAMPLE,False,False,False,0,0,0,0,0,0,0,0,0,0
datetimeweb,False,True,True,0,0,0,0,0,0,6,0,0,0
pymacaron-gcp,False,False,False,0,0,0,0,0,0,0,0,0,0
docker-java-microservice-example,False,True,True,0,0,0,0,0,0,0,0,0,0
UDEMY_MICROSERVICES_Ticketing,False,True,True,0,8,0,0,0,0,0,0,0,10
helm-charts,False,True,True,0,0,0,0,0,0,0,3,4,0
kubernetes-microservice-deployment,False,True,True,0,0,0,0,0,0,0,0,0,0
NextJS-K8s-Docker-Microservices,False,True,True,0,0,0,0,0,0,0,0,0,1
personal-wiki-and-learning-resources,False,False,False,0,0,0,0,0,0,0,0,0,0
spring-cloud-kubernetes-demo2,False,True,True,0,0,0,0,0,0,0,0,0,12
microservicosclinicas,False,True,True,5,0,1,0,0,0,0,0,0,0
MicroServices-CloudNative-BookStore-GO,False,True,True,0,0,1,0,0,0,0,0,0,0
jhipster-microservice-on-azure-kubernetes,False,True,True,11,41,0,0,0,0,0,15,18,3
istio-index-conf2018,True,True,True,0,0,1,0,0,1,0,0,0,0
dotnet-kubernetes-azure,False,True,True,0,1,0,0,0,0,0,0,0,0
cloud-native-starter-one-service-workshop-toolchain,False,True,True,0,1,0,0,0,0,0,0,0,0
microservice-blog-post,False,True,True,0,0,0,0,0,0,0,0,0,0
dav-microservices-kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,2
ServicemeshTraining,False,True,True,0,0,0,0,0,0,0,0,0,0
tokam,False,True,True,0,0,0,0,0,0,0,0,0,0
azure-devops-terraform-kubernetes-pipeline,False,True,True,1,0,0,0,0,0,0,0,0,0
udacity-project-five,False,True,True,0,0,0,0,0,0,0,0,0,1
guide-cloud-azure,False,True,True,0,0,0,0,0,0,0,0,0,0
